Country Name|Country Code|Indicator Name|Indicator Code|1960|1961|1962|1963|1964|1965|1966|1967|1968|1969|1970|1971|1972|1973|1974|1975|1976|1977|1978|1979|1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020
Norway|NOR|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||635262874.3|753357925.8|809172329.7|1072753182|1235504248|1463376387|1839130526|1987111908|2527098411|2699265267|3126316003|3024306124|3095543539|2993380297|2962502236|3086657051|3874477666|4832391837|5271519718|5695872257|6520653705|6846485369|7559044493|8841512665|9503047495|10815763354|10995340011|10539845619|9905941130|10123865973|9888163710|10919556758|13446091485|15512204909|17718823478|19537564455|20290788627|23990531757|26660629894|24803146637|26456223962|29707565559|35032185200|34781410470|34167408915|25558223121|25766035283|27698818179|30137254044||
Nepal|NPL|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||12855839.91|13105098.34|6144592.83|7776813.8|13397489.02|23393385.68|21871576.2|20824439.16|25780414.78|29752666.8|29376499.25|41141999.55|48155962.99|63971438.08|70701599.79|68815058.11|76970907.25|69453245.34|77016917.09|77700467.81|83725470.77|78681406.4|88774886.41|106365958.3|122363877.6|114570775.1|140410791.8|142865365.6|103363028.9|107472182.8|110836469.4|166433632.7|142008336.6|151722701.1|188674064.6|228605206.6|273913924.3|334628249.3|431967529.7|546328063.1|506599793.2|625918705.6|613435266.6|588712122.3|697502754.3|705946327|697854403.2|826574638.9|953705930.4||
Nauru|NRU|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
New Zealand|NZL|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||239642238.6|289085453.7|385777212|504161920.1|549966221.7|540712819.7|592984045.2|569684131.3|698954123.6|808067106.1|860712633.7|950404635.8|960071038.3|1069910991|799217873.8|812251099.5|958178247.8|1450910950|1855395193|1929252948|2877502994|2352305994|2532092432|2778040510|3145293266|3534239094|4219649297|3851121921|3709602314|3651778953|3362669424|3549610857|4258161098|5673873013|6667538203|7103799421|6569927440|8085452386|6935096771|7493845393|9709233308|11306597005|12444930978|13506281945|14203457091|12619820125|13400054412|14350544613|14515794869||
OECD members|OED|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Oman|OMN|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||6803935.685|8092396.535|9321521.626|9735956.658|43358425.01|57644460.91|75052692.53|82612632.31|84067177.76|114696004.6|183198619.6|224657797.3|236859302.8|247976847.7|275390869.7|309753320.2|232083778|239373203.9|250217165.1|264537321.2|307258314.7|312477873.6|349614625|387424441.1|399981207.8|428993531.3|458539632.2|535524586.5|538751094.9|579701755.4|696406713.3|669161357.1|751827828.3|789648894.7|869348764.6|974184655.4|1322581430|1728836064|2577767501|2118748056|2553198889|2943824572|3316124283|3458400996|3624014881|3271337780|3206890151|4398152687|4807708762||
Other small states|OSS|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Pakistan|PAK|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||100884125.7|106486770.3|113184777|83553863.61|125461212.1|158850505.1|202054545.5|235193939.4|304602828.3|317345454.5|382519697|395105454.5|430673364.9|413320157.5|477260166.2|572424538.3|620337135.8|744887678.4|765813676.3|749385492.9|792970457.6|933880514.3|1037201106|1043891532|1205798631|1466216914|1514568055|1486459217|1433322393|1460776480|1764536538|1580398008|1483745936|1588896409|1670812673|2091681613|2711506891|2960221537|3503043297|3192435734|2777092863|3236007971|3820622715|4349051796|4814361600|5585963153|5995706462|6511909602|6717499947||
Panama|PAN|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||59060283.1|55757093.1|65738996.4|71631659.4|83351673|110346565|119769733.2|126442513.6|124795644.9|143815386|185275350|192777135.6|203565354|231797380|249060136.6|272644720.7|269915244.1|310096754|284247534.9|290025621.9|285886301.6|305709886.6|352347938.8|404740012.4|387527851.2|425743570|402684265.2|400030920.9|564590398.7|558571011|548998611.5|528137516.9|430453647.4|429982964.1|453317918.4|475494362.3|513832401.5|596354399.5|685814869.4|735834220.5|768655000|917621600|1055359200|1195392800|1275887200|1417942400|1505617932|1636856320|1685765402||
Peru|PER|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||227123821.1|216368644.8|282702052.1|349630066.2|415299929.7|505148798.7|472550484.2|399487216.4|299427657.4|331547269.5|484689508.3|621969375.1|563282434.2|456286196.1|462111903.7|406951076.1|437493212.2|623547532.8|420205073.4|585872862.7|669562042.6|886701314.5|915754479|878874541.8|1124172157|1329200901|1501307871|1471088610|1613347364|1525386508|1595648954|1509849805|1457501161|1620723213|1838462856|2054477800|2224491162|2488906616|2884690830|3081965341|3335305794|3690729894|4332393085|5132793590|5923483198|5864792239|5983496327|6805252606|6870332557||
Philippines|PHL|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||180830146.3|204596125.8|174028951.6|219865021.9|302751329.4|325732359|303196764.2|351127901.7|496543437.5|545583409.8|544196181.7|632149566.2|613634786.9|550004052.5|389135397.8|382425324.1|485304785.2|607523765|733468837|924833002.9|980640746.1|1017598953|1205607499|1244541280|1484085085|1911249775|2411643872|2523732365|2574011901|2685248802|2353055634|2049535772|2262450497|2228392919|2035728686|2122270639|2620609711|3195798347|3721709232|3615090410|4264152995|4774714274|5351156845|5838099463|6104500733|6282989603|6513833276|6710824062|7062231701||
Palau|PLW|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Papua New Guinea|PNG|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||39298177.46|42863309.91|36689820.36|76421305.85|85371838.89|80640128.35|90575673.31|110884761.2|132520101.6|154576295.2|171548666|166348439.8|155200947.9|166966630.8|170534283.2|161094278.6|177592958.6|207007592.4|242546419.1|235466115.5|213646725|252784979|274566050.4|313321609.2|351727548.1|301527681.4|323907239.2|318288440.6|243135239.4|220231205.2|227892053.5|195377805.5|191381532.7|215951447.6|245568627|312404611.3|519614514.7|608923247.8|760848559.1|742717482.6|909587695.4|1122835932|1393666534|1348371550|1573818236|1471623937|1416514886|1538301924|1572871021||
Poland|POL|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||3346360640|3221666584|3787200761|3789983633|5570350047|6306404999|10167544349|9890208832|7828393851|7220688524|7977923740|9473141398|9920505355|10903139701|13019764381|15893411961|16846540378|19637853391|25350213183|20943656293|23140125858|24560761442|23414487333|24256851292|24826334426|21288508508|20759923668|23175154034|25826876912||
Pre-demographic dividend|PRE|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Puerto Rico|PRI|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||344066714.1|385863790.1|433987688.8|432045337.8|482917729.1|478253923.5|621814224.9|629396880.4|739233126.9|827498445.4|915290881.3|1013572471|1057086360|1090272972|1189004608|1261846131|1354796624|1464765043|1586875906|1708807700|1848413549|1956476338|2039181502|2169776541|2307359970|2472147707|2646062517|2828130948|3079920318|3368666488|3656251357|3900469443|4003724305|4230820979|4632576297|4919128710|5203506033|5471136062|5674432657|5774883108|5854162041|6002259317|6237158781|6335010935|5933750191|6003137916|6036188726|5955485066|5849846674||
Korea| Dem. People’s Rep.|PRK|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Portugal|PRT|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||270595389.2|306191184.5|374143969.4|213675085.9|319509802.7|562700988.2|586845980.8|698471354.7|601810791.1|628025813.1|869942054.5|893826692.8|897077194.5|777629983.7|712627567.8|798075256.1|1051949627|1369506020|1780953765|1985094450|2596082601|3485868654|4439194455|4401767568|4398978764|5118756513|5920808984|6471825533|6670111608|5969556028|5773198473|6149884413|6751580623|8339979035|9332968215|9805890502|9970738615|11641197774|12068705500|12885192415|12552014540|12378697960|9577540033|11520660446|11431170541|9269868025|9619097841|10330556336|11246556479||
Paraguay|PRY|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD||||||||||||||||||||||||||||||||||||280343464.6|381723664.5|360272426.7|348066681.2|348380205.1|376265848.1|349092938.4|270526411.4|300343446.1|326185437.3|353308797.3|440352762.9|590164844.5|844923625.5|785987005.7|982471169.5|1574951031|1554432944|1667137096|1599272717|1302031915|1163111800|1270448827|1311519891||
West Bank and Gaza|PSE|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Pacific island small states|PSS|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Post-demographic dividend|PST|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
French Polynesia|PYF|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||629802.4024|18901953.44|20764645.21|27482043.34|1673032.069|2311989.045|59316596.78|64250185.39|81453385.63|98419928.53|110336913.3|103680282.8|104205967.2|108210107.2|5875217.292|6142715.734|8953992.16|9423717.648|9461081.762|8793701.747|11595254.68|12165619.15|17744396.51|18467527.2|17606142.17|19905972.99|19767624.14|17830026.75|18870209.81|18979453.78|17232606.99||||||||||||||||||||
Qatar|QAT|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||8618614.213|10315522.33|11630642.95|19295847.96|50757202.24|31425442.09|39225665.16|47542307.53|79990815.7|113356581.1|183106703.3|200611798.3|177168782.7|150243465.1|152983428.2|144967922.7|122083963.4|127052550.1|135541923.3|142542147.4|161165686.3|150143069.2|166304747.3|155200882|159456126|175446394.7|194735084.2|242132955.6|211260494.7|254092928|337672730.4|346418523.3|378856789|472843195.2|601414223.8|768307841.1|1105728161|1403652818|1953143407|1704680238|2307923767|3377540317|4044040233|4602514413|5065083952|3887603531|3529833731|3711802509|4182332956||
Romania|ROU|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD||||||||||||||||||||||||||||||1073687045|1010175636|925446519.8|801009733.3|760318680.3|1019748557|1266598090|1208754784|1274215907|1330013793|1073954369|1043933564|1213108101|1468472939|1829139804|2319929542|3229978148|4022015777|5811371267|7535279609|6445981730|5223318148|5197792814|4727433065|5287423442|5583148894|4946296029|5226551232|5864163707|6664779608||
Russian Federation|RUS|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||21702657807|19756954168|20115448302|20145262222|17775799235|16794354412|15336254749|15294457844|13691461446|14044016078|9185727794|6671265114|8969268064|10722218808|12019407285|14798606086|20515660012|26453815462|34111417050|45112339692|57314694939|42003663731|52484316857|70527506780|76049951761|79046944841|74666533402|48501114675|44954692359|55488355378|58952277511||
Rwanda|RWA|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||4840000.132|5796759.288|7396735.15|8067532.413|11613120.09|13077415.84|12683500.24|15600607.25|18021641.63|24346008.68|28901037.2|50980960.52|48358079.96|45995114.73|49243880.96|55106012.19|65756172.15|70722161.43|73832525.31|83830011.24|89803659.3|67243732.88|71424572.13|69215220.68|26522290.71|45958006.05|48413807.06|64924744.37|69701963.86|65026233.61|57434075.57|57165946.83|59097944.49|66573881.02|77491278.02|98930077.17|131291339.9|165904807.5|174509101|213847483.3|255189204.7|274879217|300640208.9|330236303|312140408.6|287238361.8|268846773.6|282140249.4|293841845.5||
South Asia|SAS|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Saudi Arabia|SAU|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||113020849.7|148125563.3|193817403.8|292188775|1058619549|1028983227|1671705779|1923902004|2217597364|4033184956|4328116151|4514390244|4055922642|5060336324|5273860386|6264108898|4488815050|5333808016|5469856358|5847482927|6955900600|6875912474|6515421098|7456557675|7883789771|7858832988|7458543996|6967894458|10640934799|11773966143|13682998166|13359900278|13718939210|15561584914|18717299017|23798806961|27360336087|30351676097|38012187310|31456641192|38464169709|48932405736|53678188579|54630003131|55540333447|48258831721|47476427396|50251855720|57032113156||
Sudan|SDN|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||84062448.71|97503126.34|105693142.3|131101926.6|168253022.9|204861407.4|256049006.9|319817655|281917246.2|331131347.9|291273666.6|346697460.9|326291513.8|289252952.9|334992426.9|391009079.7|314762791.3|403220243.1|305683665.2|299559799.1|235411931.6|201789527.2|127796703.2|165594278.7|245436514.3|266579222|75217750.19|98454599.18|94513198.07|99100001.73|125001816.2|148389284.3|181688687.8|246625899.7|337723709.7|394426455.9|630151659.7|878528456.2|1053141017|999793449.2|1255088400|1179616244|1106181022|1197480334|1395064198|1594265633|1109744961|953266429.4|527399867.8||
Senegal|SEN|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||56394445.01|58182339.32|70314898.11|80176666.93|90120703.46|121126324.9|123513640.8|89394916.34|140907584.2|176138643.5|190635733.3|144758720|165443337.1|145298811.8|125344003.9|137672376.4|185009069.7|210224839.6|201064168.2|230614349.4|284197064.7|276654029|288910580.7|270681930.6|184356840.7|232904761.8|221909608.6|216146567.4|220258756.8|210215767.1|178509592|190228865.8|211495768.9|278288603.6|358751344.2|476690210.7|519692583.9|654705369|811854077.1|803923526.4|834591702.9|760555792.9|746207372|845496641.5|992564610.3|826973500.9|925001369.5|1018167152|1129200553||
Singapore|SGP|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||57430303.8|65555043.77|73296587.67|86798506.67|116813868.3|130740120.6|144734238.6|143941152.7|157490530.5|194506728.2|259579738.8|307276433.8|366570549.5|518688785|641423866.6|664744331.7|632154902|631517865.3|775794871.8|820434582.7|930304876.2|1164262692|1617003008|1423774229|1697091004|1945812615|2103290496|2311379775|2159875730|2043160765|2100717981|2319057208|2356806763|2468588609|2805377110|3128093824|3749251194|4565635978|4830090982|5301552314|6974219054|7607013897|8120602129|8031866890|8387603188|7920872767|8238756830|8719359461|9311899911||
Solomon Islands|SLB|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||1136032.485|1551445.578|2344032.096|2028799.581|2169497.739|2459636.283|2796841.021|3991108.545|4395185.587|4858883.015|5172690.763|4774508.097|6675453.403|6065842.788|5352784.955|6346528.228|8217046.819|8768772.894|7930431.43|8756740.828|9908777.779|9779332.103|11103776.42|12286565.25|12969934.44|21464285.68|17773671.8|19340176.45|18675885.08|18202456.86|16124941.46|16508174.82|19711759.36|22572086.83|26092723.12|28247483.99|39063533.09|42680524.8|49356482.38|66846141.62|92583264.44|104505305.8|109302263.2|111435202.9|115765709.4|123905600.9|132677847.6||
Sierra Leone|SLE|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||12750318.66|12300148.2|13702840.49|16918023.21|19030615.81|21986890.36|16826142.21|24716164.59|30476434.81|25745799.28|25521295.9|25903131.5|30311498.19|22965071.7|25213276.72|14677943.35|11264871.36|12065381.86|18963595.2|13268616.13|6378246.38|17131125.69|14410433.12|17255446.35|19009140.17|19485339.88|21646020.42|19829115.95|6441249.432|19641527.85|31297823.72|37534464.78|41837064.16|43618124.32|42351456.45|46601087.21|48781100.62|54117378.53|59143113.27|68223216.13|65161632.67|73985801.27|108168037.1|126250698.6|132857693.1|112937932.4|88921419.48|98490283.71|103072679.3||
El Salvador|SLV|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||7863240|32212670.55|34283305|39084458.47|44698958.03|14750400.8|20817360.9|23311680.8|27681120|30808799.1|34901599|36709202.2|98993240.48|101879693.2|106474715|111175888.9|110310114.5|115751133.1|122814415.5|128296072.7|141541688.3|154211319.9|172204455.1|198220056.7|228993819.8|176521142|216044940.3|229590849.6|247794177.7|266250747.4|292908423.6|320849457.1|345542128.4|355135943.9|366831468.9|392132520|429521964|465209550|600086344|618757095|565956000|619479000|725329835.2|764186559.2|806759077.7|859370799.2|861712769.9|857416600.3|877448501.2||
San Marino|SMR|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Somalia|SOM|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||3385714.397|3385734.865|4169428.437|5041321.597|4654992.963|7048540.645|8013394.439|4931305.054|5589562.3|5873377.475|5973866.898|6884590.187|7554569.893|7213642.277|7377356.599|8200788.273|8654293.421|9493551.885|9690728.996|10058465.47|8275543.03||||||||||||||||||||||||||||||
Serbia|SRB|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD||||||||||||||||||||||||||||||||||||||1128252166|851732418.3|846127428.9|301839663.5|569232556|748561069.7|981039288.4|1138141643|1201117218|1407804478|1859196183|2364021727|2089766788|1874484909|2159516670|1757798129|1907287254|1813556839|1473449598|1432067842|1555448238|1811797492||
Sub-Saharan Africa (excluding high income)|SSA|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
South Sudan|SSD|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD||||||||||||||||||||||||||||||||||||||||||||||||||||105320235.8|141485793.4|214496894.3|199614564.9|184840518.1|||||
Sub-Saharan Africa|SSF|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Small states|SST|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Sao Tome and Principe|STP|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD||||||||||||||||||||||||||||||||||||||||||1764207.386|1906624.159|2529019.763|3121619.543|7036649.452|6182253.175|8049736.325|9378667.851|14083972.8|15170204.2|13022928.3|8600975.796|15520070.45|12341421.31|11039836.14|12127734.4|13012860.32|14781824.95||
Suriname|SUR|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||13848404.24|15039520.91|16454808.42|18054116.76|23240158.45|30306558.48|31464216.82|40196841.87|46714525.23|49364425.25|52226500|65436333.33|72184166.67|73374000|77606500|83226000|89738500|92720000|102617000|44836600|25148500|26766000|24220000|14512647.5|20668411.53|23725324.64|29422270.69|30996457.82|37274996.51|29261787.74|30991207.14|25069862.48|36178085.71|42197790.06|48937520.63|60386571.69|88595574.62|101070203.6|122405678.3|133664618.7|146888716|143308281.9|164919129.4|172738661.9|178104808.9|164457032.6|102054783.8|97006207.72|105775713.2||
Slovak Republic|SVK|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD||||||||||||||||||||||||||||||||||||883442266.7|1098480574|1082980162|1251487299|1200807136|1074992116|1138585058|1408777486|1831460301|2216507061|2221087662|2467999118|2933767230|3387281101|3365842187|3276137538|3555766865|3471717155|3745016742|3974048015|3484023212|3314382377|3549516333|3952552648||
Slovenia|SVN|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD||||||||||||||||||||||||||||||||||||987090618.7|1154037375|1110679690|1183407002|1207491201|1070849826|1097222751|1217694218|1524319483|1784928059|1868626984|2007764747|2274793389|2575084699|2585610025|2499723646|2662811825|2457783711|2315960957|2311210125|1942022112|1871044996|2050130653|2286579217||
Sweden|SWE|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||2325059095|2295485822|2802224659|3464580898|3717274969|4585035677|4848601817|5294999965|6255596046|7030999505|8405884623|7638607918|6703665594|6036019595|6066748134|6227435908|8256761468|9721619666|10783923237|10479135069|12771237800|14083245654|13875206779|10737249531|17633525654|20980058136|23528299198|21004922964|19379042657|18970865359|17897780265|16181886560|17459017192|21670926271|25743122549|25562538759|25699795939|28653176747|31196109526|28368555058|31087499468|35185935116|39901261023|42950313291|42374523545|36187454530|37621691277|39873279842|41032900951||
Eswatini|SWZ|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||2924559.845|3718246.171|3951441.482|5756393.953|6915746.829||||||||||||||||52907828.05|42906211.39|68356313.26|77626837.8|56110850.51|83637714.81|71128329.26|72337486.91|97679611.58|80308125.56|92337021.89|81582644.15|74932657.52|118129918.1|181610882.4|223033788.1|222780853.5|239940195.3|227920308.8|269757833.8|356528673.3|442064206.3|409279153.1|352885524.1|301025876.2|279318099.6|246885898.2|284222939.2|293000040.5||
Sint Maarten (Dutch part)|SXM|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Seychelles|SYC|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||697681.1871|787493.041|1190776.493|1396472.682|1546529.587|1857204.487|1980269.717|4473029.553|5902965.359|8729473.954|10473715.93|11253110.3|10610937.68|10464381.26|15711473.99|16623193.01|19338623.75|21816695.15|22914057.21|22903593.58|28079053.38|26519899.11|30130537.5|33778311.43|36677162.86|31758121.76|31722469.26|34896846.7|30545219.59|31192386.52|30503761.27|31723145.24|33112176.09|35455030.6|42070047.19|42389330.43|42816258.84|38819099.69|34635530.18|29796037.77|33278167.9|33082343.05|27475996.97|39290517.73|50763497.09|55397282.91|59739396.02|64004474.45|68526263.76||
Syrian Arab Republic|SYR|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||77653295.86|91290701.41|101513563.9|111041019.2|150697389.2|205819682.2|324433988|352174721.1|425620603.5|393022422.8|474762880.2|643329478.4|753941463.3|869409349.3|884873449.5|828925014.2|642046118.9|475957563.6|357636406.9|350492950|490151255.7|503193333.3|360681965.2|410216909.9|343969584.8|327284100.6|440578682.6|358371400.5|381853037.2|396300196.9|478883791.4|527439084.6|536276494.8|544542712.1|631726478.6|726374549.1|840960728.6|1031049613|||||||||||||
Turks and Caicos Islands|TCA|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||21433441.51|23245188.26|24255262.68|23585678.12|24181260.03||
Chad|TCD|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||6032246.221|6443433.384|7524732.359|8312352.862|8383034.906|11137919.03|11163530.03|12021815.22|14299876.29|12795669.84|13255428.37|11153596.86|10627881.57|10746932.8|9503585.543|10712632.86|11040251.11|12017318.06|15316844.56|11394004.59|21091734.2|28119424.4|36742820.44|29887085.57|19923486.58|22384733.06|22359921.62|21393467.05|25040345.12|28821332.65|27625331.39|32386927.86|39714325.82|50144747.13|42413234.24|56783819.12|71584430.11|96356176.31|124916253.5|140115079.8|152623510.6|192069277|213066956|218268968|235470836.8|187479668.9|175000777.9|174255895.9|195540339.2||
East Asia & Pacific (IDA & IBRD countries)|TEA|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Europe & Central Asia (IDA & IBRD countries)|TEC|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Togo|TGO|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||4740059.138|10397036.7|12094521.61|14519612.9|20682362.64|22588344.57|22697260.17|28183171.71|50643426.75|53068536.01|59211483.47|52419892.64|45047096.09|41595523.69|38050452.37|36900825.67|46849332.61|55223888.6|65216309.15|64380657.94|75103296.35|87930964.04|93267618.04|61732420.77|47616497.12|54389093.54|60439924.31|61571026.54|51096460.18|63808057.17|61432394.06|56474405.05|60707045.87|80165458.21|78894543.24|76117268.7|75823757.23|94900842.7|123899702.6|151604177.4|154630988.3|197511356.9|187757328|221257769.4|243996494.9|208206844.6|220364019.3|234681446.8|261474076.9||
Thailand|THA|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||166442316.8|162144222.9|179278846.4|205098681.3|219169475.1|267889463.2|372704055.4|414130333.7|593191958.6|514200089.3|577620274|685891167|900699360.4|1033538483|1115456079|1245509867|1267307736|1390615729|1456509909|1569260280|2528901451|2516512500|2724352530|4259435118|4177983300|4316168845|4995918509|5099698064|4152016857|5071041083|5525945537|5601056889|5993974990|6516211283|7106777767|7473415070|8473451045|9662651185|10219537134|11036647312|11575201780|16750768643|17150079905|16474014953|16177362324|15935060040|16496861465|18248587001|20181031910||
Tajikistan|TJK|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||228757370.8|190104036|175650691|121882904.1|65706850.52|23660875.05|20314504.57|18344212.42|25824997.2|20296078.33|18246551.36|25820741.99|33039773.09|36234011.16|53292198.92|85135885|113392386.9|158600593.7|228071850.7|208764986.1|249747481.9|304387343.9|359276947.1|412722485.4|422585818.4|353458080.2|305842558.4|315492140.6|329637224.9||
Turkmenistan|TKM|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD||||||||||||||||||||||||||||||||||74280678.83|61538463.94|58014573.04|55589097.73|58809330.43|61209210.88|56723690.01|63275276.03|79571429.37|100680573.7|136869776.2|156167345.3|174959452.6|223895645.3|285353470.9|423067861.3|439815017.5|479988463.2|612626933.3|738576884.2|830155017.5|918794484.2|781970582.9|817240548.6|843373028.6|905825058.2||
Latin America & the Caribbean (IDA & IBRD countries)|TLA|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Timor-Leste|TLS|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||7525205.714|9240615.99|11088507.27|9665128.098|9944751.402|12336770.09|18995141.57|28752959.33|47647483.65|73295660.43|89776517.87|96192040.61|70018109.15|73051323.94|105733880.4|88541652.65|70838504.37|72308564.87|71236003.45||
Middle East & North Africa (IDA & IBRD countries)|TMN|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Tonga|TON|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD||||||||||||||||||||||2175082.521|2148899.483|2679317.947|2850490.566|2554919.176|2949588.235|3401512.393|4955386.07|4810811.737|5065186.928|5848261.091|6472996.189|6559318.642|9463894.947|9633018.632|10491051.35|10146081.82|8208240.139|7713739.461|7162267.731|5838034.887|5453810.973|5988738.501|6807822.129|7679190.941|8769906.113|9004516.028|10446757.15|9609103.366|11175644.92|12746294.83|14246166.86|13536224.84|13099284.2|12890635.35|11826833.49|12802596.89|13395356.85||
South Asia (IDA & IBRD)|TSA|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Sub-Saharan Africa (IDA & IBRD countries)|TSS|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
